City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
376,Vila Franca Do Campo,37.7167,-25.4333,16.23,90,99,5.43,PT,2023-04-22 03:33:58
377,Carnarvon,-24.8667,113.6333,29.48,33,0,4.2,AU,2023-04-22 03:33:58
378,Whakatane,-37.9585,176.9854,20.99,99,100,2.68,NZ,2023-04-22 03:33:59
379,Kerman,30.2832,57.0788,11.92,43,0,3.09,IR,2023-04-22 03:34:00
380,Barrouallie,13.2333,-61.2667,24.47,81,100,3.45,VC,2023-04-22 03:34:00
381,Saint-Joseph,-21.3667,55.6167,24.21,76,29,0.88,RE,2023-04-22 03:34:01
382,Hafnarfjordur,64.0671,-21.9377,4.93,70,75,3.09,IS,2023-04-22 03:34:02
383,Maffra,-37.9667,146.9833,21.0,54,16,2.11,AU,2023-04-22 03:34:02
384,Chiquimulilla,14.0858,-90.3767,26.38,82,97,0.31,GT,2023-04-22 03:34:03
385,Ulladulla,-35.35,150.4667,24.32,59,0,3.26,AU,2023-04-22 03:34:04
386,Villa Dolores,-31.9459,-65.1896,15.93,62,100,1.31,AR,2023-04-22 03:34:04
387,Kailua-Kona,19.6406,-155.9956,28.49,80,0,3.6,US,2023-04-22 03:34:05
388,Acapulco De Juarez,16.8634,-99.8901,26.9,74,20,3.6,MX,2023-04-22 03:34:05
389,Ingeniero Jacobacci,-41.3427,-69.5448,9.53,62,0,0.84,AR,2023-04-22 03:34:06
390,Port Blair,11.6667,92.75,32.11,54,11,3.08,IN,2023-04-22 03:30:02
391,Katabu,-4.9333,122.5167,30.18,66,98,2.91,ID,2023-04-22 03:34:07
392,Manta,-0.95,-80.7333,25.88,83,75,2.06,EC,2023-04-22 03:34:08
393,Sechura,-5.5569,-80.8222,26.07,80,100,3.68,PE,2023-04-22 03:34:09
394,Luanshya,-13.1367,28.4166,17.99,92,100,1.64,ZM,2023-04-22 03:34:09
395,Belmonte,-15.8631,-38.8828,24.41,89,95,3.54,BR,2023-04-22 03:34:10
396,Howard Springs,-12.497,131.047,32.77,62,3,6.0,AU,2023-04-22 03:34:11
397,Boende,-0.2167,20.8667,20.75,99,100,0.8,CD,2023-04-22 03:34:11
398,Batie,9.8833,-2.9167,28.93,49,64,3.77,BF,2023-04-22 03:34:12
399,Pilona,43.35,-5.3667,10.66,90,80,1.9,ES,2023-04-22 03:34:13
400,Barakani,-12.1356,44.4317,27.63,79,95,3.79,KM,2023-04-22 03:34:13
401,Birzebbuga,35.8258,14.5269,15.08,100,20,5.14,MT,2023-04-22 03:34:14
402,Ende,-8.8432,121.6623,29.54,58,3,1.63,ID,2023-04-22 03:34:15
403,Thika,-1.0333,37.0693,18.76,96,100,1.52,KE,2023-04-22 03:34:15
404,Riasi,33.0833,74.8333,20.89,49,99,1.08,IN,2023-04-22 03:34:16
405,Cururupu,-1.8283,-44.8683,23.59,96,33,1.42,BR,2023-04-22 03:34:16
406,Zapala,-38.8992,-70.0544,9.58,75,37,0.35,AR,2023-04-22 03:34:17
407,Tual,-5.6667,132.75,28.37,78,100,5.48,ID,2023-04-22 03:34:18
408,Kudahuvadhoo,2.6708,72.8944,28.95,71,18,2.12,MV,2023-04-22 03:34:18
409,Nagqu,31.5,92.0,-0.25,62,100,5.26,CN,2023-04-22 03:34:19
410,Carbonear,47.7332,-53.2148,2.3,94,100,8.7,CA,2023-04-22 03:34:20
411,Yamada,39.4667,141.95,12.64,33,91,4.07,JP,2023-04-22 03:34:20
412,San Luis De La Loma,17.2706,-100.8939,25.53,75,36,2.78,MX,2023-04-22 03:34:21
413,Freeport,40.6576,-73.5832,13.88,82,100,6.17,US,2023-04-22 03:34:21
414,Cidreira,-30.1811,-50.2056,19.53,77,9,6.24,BR,2023-04-22 03:34:22
415,Palikir - National Government Center,6.9248,158.1611,27.47,94,100,2.57,FM,2023-04-22 03:34:23
416,Kousa,25.9141,32.7636,21.47,19,83,1.9,EG,2023-04-22 03:34:23
417,Kletskaya,49.3145,43.0584,7.81,82,92,3.66,RU,2023-04-22 03:34:24
418,Tangalle,6.024,80.7911,30.09,71,91,2.8,LK,2023-04-22 03:34:25
419,Sandnessjoen,66.0217,12.6316,6.29,96,100,0.89,NO,2023-04-22 03:34:25
420,Adalaj,23.1667,72.5833,27.92,57,20,4.12,IN,2023-04-22 03:34:26
421,Dzhalagash,45.0833,64.6667,14.15,15,96,8.24,KZ,2023-04-22 03:34:26
422,Lucas,41.6501,-83.6666,8.98,88,0,4.12,US,2023-04-22 03:34:27
423,Acarau,-2.8856,-40.12,24.44,87,15,4.79,BR,2023-04-22 03:34:28
424,Luderitz,-26.6481,15.1594,12.31,80,62,3.03,NA,2023-04-22 03:30:15
425,Lazaro Cardenas,17.9583,-102.2,24.96,75,25,2.68,MX,2023-04-22 03:34:29
426,Okhotsk,59.3833,143.3,3.19,77,98,3.22,RU,2023-04-22 03:34:30
427,Sinabang,2.4803,96.3801,29.88,68,10,0.92,ID,2023-04-22 03:34:30
428,Nombre De Dios,23.85,-104.2333,19.75,22,75,0.4,MX,2023-04-22 03:34:31
429,Burkburnett,34.0979,-98.5706,14.94,34,0,4.12,US,2023-04-22 03:34:31
430,Les Cayes,18.2,-73.75,23.06,84,11,2.37,HT,2023-04-22 03:34:32
431,Cruzeiro Do Sul,-29.5128,-51.9853,16.16,91,23,1.46,BR,2023-04-22 03:34:33
432,Roven'Ky,48.0833,39.3776,6.49,92,100,1.9,UA,2023-04-22 03:34:33
433,Nurlat,54.4277,50.8051,8.25,77,100,5.44,RU,2023-04-22 03:34:34
434,Brookings,44.3114,-96.7984,-0.81,86,100,8.75,US,2023-04-22 03:34:35
435,Masterton,-40.9597,175.6575,15.13,99,100,1.77,NZ,2023-04-22 03:34:35
436,Loch Garman,52.3342,-6.4575,6.61,100,66,1.34,IE,2023-04-22 03:34:36
437,Mabaruma,8.2,-59.7833,23.61,98,100,0.97,GY,2023-04-22 03:34:36
438,Strelka,58.0728,93.0344,1.55,85,100,0.64,RU,2023-04-22 03:34:37
439,Ishigaki,24.3448,124.1572,24.07,73,75,5.14,JP,2023-04-22 03:32:09
440,Bijie,27.3125,105.2942,19.62,70,98,2.59,CN,2023-04-22 03:34:38
441,Balykshi,47.0667,51.8667,11.0,76,0,6.0,KZ,2023-04-22 03:34:39
442,Mao,39.8885,4.2658,14.31,100,0,3.09,ES,2023-04-22 03:34:39
443,Lupane,-18.9315,27.807,15.57,72,60,2.3,ZW,2023-04-22 03:34:40
444,Yeed,4.55,43.0333,25.62,77,100,3.28,SO,2023-04-22 03:34:41
445,Sedro-Woolley,48.5039,-122.2361,11.2,77,20,0.0,US,2023-04-22 03:34:42
446,Turkeli,41.9476,34.3386,11.03,81,58,6.58,TR,2023-04-22 03:34:43
447,Dwarka,22.2394,68.9678,27.84,69,23,6.04,IN,2023-04-22 03:34:43
448,Antonio Enes,-16.2325,39.9086,24.49,85,38,1.94,MZ,2023-04-22 03:34:44
449,Mufumbwe,-13.6833,24.8,16.49,91,100,1.51,ZM,2023-04-22 03:34:45
450,Warin Chamrap,15.1932,104.8628,36.62,52,0,2.57,TH,2023-04-22 03:32:05
451,Laguna,38.421,-121.4238,24.1,32,0,3.6,US,2023-04-22 03:34:46
452,Hami,42.8,93.45,17.43,8,100,4.5,CN,2023-04-22 03:32:54
453,Point Pleasant,40.0832,-74.0682,12.92,86,80,1.34,US,2023-04-22 03:34:48
454,Tianpeng,30.9866,103.9393,17.26,90,100,1.41,CN,2023-04-22 03:32:16
455,Ribeira,42.7461,-8.4439,11.44,58,75,25.93,ES,2023-04-22 03:34:50
456,San Pedro Pochutla,15.7333,-96.4667,27.06,74,65,3.13,MX,2023-04-22 03:34:50
457,Port-Gentil,-0.7193,8.7815,27.37,77,99,3.15,GA,2023-04-22 03:34:51
458,Yokadouma,3.5167,15.05,20.38,99,100,1.04,CM,2023-04-22 03:34:52
459,Abomsa,9.9833,39.9833,19.75,80,100,1.3,ET,2023-04-22 03:34:35
460,Axim,4.8699,-2.2405,26.69,85,100,2.53,GH,2023-04-22 03:34:54
461,Verdal,63.7933,11.4817,1.02,78,8,1.56,NO,2023-04-22 03:34:54
462,Cooma,-36.2333,149.1333,21.39,31,0,0.47,AU,2023-04-22 03:34:55
463,Goure,13.9835,10.2704,26.79,32,78,4.67,NE,2023-04-22 03:34:56
464,Mek'Ele,13.4967,39.4753,15.77,86,34,5.66,ET,2023-04-22 03:34:56
465,Abashiri,44.0213,144.2697,6.16,65,75,8.23,JP,2023-04-22 03:30:11
466,Murzuq,25.9155,13.9184,23.14,17,58,0.85,LY,2023-04-22 03:34:58
467,Palopo,-2.9996,120.1921,28.35,73,85,2.07,ID,2023-04-22 03:34:58
468,Deqen,29.9618,90.7188,8.47,27,99,4.83,CN,2023-04-22 03:34:59
469,El-Tor,28.2364,33.6254,20.08,68,0,7.72,EG,2023-04-22 03:35:00
470,Cheremukhovo,60.3484,59.9851,5.25,74,99,0.28,RU,2023-04-22 03:35:01
471,Dryden,49.7833,-92.7503,-3.84,86,100,5.66,CA,2023-04-22 03:35:02
472,Sheki,41.1919,47.1706,13.92,67,14,1.89,AZ,2023-04-22 03:35:02
473,Salekhard,66.53,66.6019,-4.47,90,98,1.5,RU,2023-04-22 03:35:03
474,Bentota,6.4254,79.9948,29.52,73,81,2.48,LK,2023-04-22 03:35:05
475,Huron,41.1501,-82.5499,7.76,89,100,2.54,US,2023-04-22 03:35:05
476,Okha,53.5739,142.9478,0.36,86,100,8.66,RU,2023-04-22 03:35:06
477,Irtyshsk,53.3333,75.4572,6.61,42,31,5.98,KZ,2023-04-22 03:35:07
478,Xinzhou,38.4092,112.7333,6.2,78,100,0.97,CN,2023-04-22 03:35:07
479,Auki,-8.7676,160.7034,29.94,65,25,1.2,SB,2023-04-22 03:35:08
480,Turpan,42.9333,89.1667,21.26,10,94,2.43,CN,2023-04-22 03:35:09
481,Ibshaway,29.358,30.6814,16.55,67,99,5.46,EG,2023-04-22 03:35:09
482,Golden Valley,45.0097,-93.3491,1.41,82,100,5.14,US,2023-04-22 03:35:10
483,Xichang,27.8964,102.2634,26.69,26,3,2.86,CN,2023-04-22 03:34:03
484,Uba,-21.12,-42.9428,18.55,79,100,1.34,BR,2023-04-22 03:35:11
485,Mbandaka,0.0487,18.2603,21.16,97,100,1.37,CD,2023-04-22 03:35:12
486,Gadani,25.1185,66.7299,28.12,71,0,5.92,PK,2023-04-22 03:35:12
487,Zwedru,6.0667,-8.1281,22.38,96,82,1.4,LR,2023-04-22 03:35:13
488,Severodvinsk,64.5635,39.8302,0.06,97,100,5.08,RU,2023-04-22 03:35:14
489,Tofol,5.3248,163.0078,30.88,74,75,5.14,FM,2023-04-22 03:35:15
490,Haiku-Pauwela,20.9219,-156.3051,27.01,68,40,3.09,US,2023-04-22 03:35:16
491,Port Isabel,26.0734,-97.2086,24.48,94,0,3.09,US,2023-04-22 03:35:17
492,Floro,61.5996,5.0328,5.98,87,3,2.57,NO,2023-04-22 03:35:17
493,Susuman,62.7833,148.1667,-1.37,75,98,4.0,RU,2023-04-22 03:35:18
494,Merritt,50.1123,-120.7942,1.48,94,100,1.18,CA,2023-04-22 03:35:18
495,Bako,5.7833,36.5667,17.65,86,96,1.73,ET,2023-04-22 03:35:19
496,Agropoli,40.3469,14.9966,11.72,76,22,1.84,IT,2023-04-22 03:35:20
497,Angaur State,6.906,134.13,28.7,72,98,2.4,PW,2023-04-22 03:35:20
498,Madinat Ash Shamal,26.1293,51.2009,25.84,40,11,1.98,QA,2023-04-22 03:35:21
499,Rongelap,11.1635,166.8941,27.31,73,97,8.19,MH,2023-04-22 03:35:22
500,Fort Myers Shores,26.7092,-81.7459,24.43,84,0,1.54,US,2023-04-22 03:35:22
501,Port Saint John'S,-31.6229,29.5448,16.28,67,100,1.93,ZA,2023-04-22 03:35:23
502,Topes De Collantes,21.9139,-80.0189,18.38,81,42,1.48,CU,2023-04-22 03:35:24
503,Rasskazovo,52.6714,41.9033,6.88,85,100,6.07,RU,2023-04-22 03:35:24
504,Sao Tome,0.3365,6.7273,26.88,79,87,1.78,ST,2023-04-22 03:35:25
505,Sita Road,27.0333,67.85,33.96,12,1,2.91,PK,2023-04-22 03:35:25
506,Monte Argentario,42.4345,11.1195,8.89,75,99,1.98,IT,2023-04-22 03:35:26
507,Vilyuysk,63.7553,121.6247,-2.14,77,100,4.36,RU,2023-04-22 03:35:27
508,Altus,34.6381,-99.334,15.04,29,0,5.14,US,2023-04-22 03:35:27
509,Portland,45.5234,-122.6762,13.12,71,100,2.06,US,2023-04-22 03:35:28
510,Taulaga,-11.0553,-171.0883,28.72,76,35,6.41,AS,2023-04-22 03:35:29
511,Margate,51.3813,1.3862,6.61,92,93,2.29,GB,2023-04-22 03:35:29
512,Zag,46.9441,99.165,2.0,15,1,2.95,MN,2023-04-22 03:35:30
513,Vigan,17.5747,120.3869,32.18,89,70,5.39,PH,2023-04-22 03:35:30
514,Al Bardiyah,31.7561,25.0865,16.9,61,94,5.16,LY,2023-04-22 03:35:31
515,Spring Creek,40.7266,-115.5859,9.83,85,99,1.04,US,2023-04-22 03:35:32
516,Ixtapa,20.7,-105.2,23.57,78,20,2.06,MX,2023-04-22 03:35:32
517,Sassandra,4.95,-6.0833,25.37,88,100,2.58,CI,2023-04-22 03:35:33
518,Nanping,26.645,118.1736,25.88,65,83,1.49,CN,2023-04-22 03:32:00
519,Chadron,42.8294,-102.9999,0.82,55,100,7.72,US,2023-04-22 03:35:34
520,Kharovsk,59.9642,40.1912,5.66,82,98,1.03,RU,2023-04-22 03:35:35
521,Martapura,-3.4167,114.85,32.05,62,40,0.0,ID,2023-04-22 03:35:37
522,Nelson Bay,-32.7167,152.15,22.27,74,17,2.24,AU,2023-04-22 03:34:08
523,Sungai Penuh,-2.0833,101.3833,24.61,80,77,0.69,ID,2023-04-22 03:35:38
524,Francistown,-21.17,27.5079,18.96,36,99,2.55,BW,2023-04-22 03:35:39
525,Big Park,34.7803,-111.7627,20.47,22,0,2.06,US,2023-04-22 03:35:40
526,Baardheere,2.3446,42.2764,27.48,71,98,4.0,SO,2023-04-22 03:35:41
527,Copiapo,-27.3667,-70.3333,13.83,74,100,1.09,CL,2023-04-22 03:35:41
528,Silale,55.4906,22.1814,6.18,76,8,1.26,LT,2023-04-22 03:35:42
529,Inhambane,-23.865,35.3833,20.65,90,73,2.21,MZ,2023-04-22 03:35:42
530,Kelty,56.1336,-3.3869,6.28,62,75,3.58,GB,2023-04-22 03:35:43
531,Troitsk,54.0979,61.5773,11.6,55,100,4.43,RU,2023-04-22 03:35:44
532,Keelung,25.1283,121.7419,25.03,73,58,3.8,TW,2023-04-22 03:35:44
533,Camana,-16.6228,-72.7111,20.74,88,26,1.45,PE,2023-04-22 03:35:45
534,Thief River Falls,48.1191,-96.1812,-0.47,100,100,4.63,US,2023-04-22 03:35:46
535,Kaman,27.65,77.2667,31.82,20,2,1.61,IN,2023-04-22 03:35:46
536,Livingston,55.9029,-3.5226,7.85,79,0,2.06,GB,2023-04-22 03:35:47
537,Hirara,24.8,125.2833,24.92,69,40,5.66,JP,2023-04-22 03:31:45
538,Winnemucca,40.973,-117.7357,13.03,41,0,4.63,US,2023-04-22 03:35:48
539,Kapiri Mposhi,-13.9652,28.6809,16.16,94,100,2.06,ZM,2023-04-22 03:35:49
540,Cill Airne,52.05,-9.5167,4.51,96,61,1.95,IE,2023-04-22 03:35:50
541,Degtyarsk,56.704,60.0879,3.18,80,100,3.15,RU,2023-04-22 03:35:50
542,Coahuayana De Hidalgo,18.7,-103.6583,22.17,84,30,1.14,MX,2023-04-22 03:35:51
543,Lashio,22.9333,97.75,31.82,30,100,1.49,MM,2023-04-22 03:34:29
544,Huarmey,-10.0681,-78.1522,24.43,81,57,4.01,PE,2023-04-22 03:35:52
545,Tsetserleg,47.475,101.4542,1.79,16,22,3.87,MN,2023-04-22 03:35:53
546,Minas,-34.3759,-55.2377,12.84,89,100,3.53,UY,2023-04-22 03:35:53
547,Al Jawf,29.5,38.75,19.29,29,100,2.08,SA,2023-04-22 03:35:54
548,Leshan,29.5623,103.7639,16.62,77,100,2.06,CN,2023-04-22 03:31:33
549,Kalifornsky,60.4183,-151.29,13.19,26,0,3.09,US,2023-04-22 03:35:55
550,Saldanha,-33.0117,17.9442,12.03,60,100,0.44,ZA,2023-04-22 03:35:56
551,Punta De Bombon,-17.1717,-71.7931,20.59,84,62,1.47,PE,2023-04-22 03:35:56
552,Ad Dilam,23.9915,47.1627,25.23,31,100,0.86,SA,2023-04-22 03:35:57
553,Rio Tuba,8.5061,117.4317,30.24,65,9,5.97,PH,2023-04-22 03:35:58
554,Karlskrona,56.1616,15.5866,-0.75,57,18,0.83,SE,2023-04-22 03:35:59
555,Soresina,45.2865,9.857,12.04,84,100,2.12,IT,2023-04-22 03:36:00
556,Kapuskasing,49.4169,-82.4331,1.05,100,100,2.06,CA,2023-04-22 03:36:02
557,Waingapu,-9.6567,120.2641,28.26,76,92,6.01,ID,2023-04-22 03:36:03
558,Sakit,27.45,78.8167,33.47,18,75,2.68,IN,2023-04-22 03:34:22
559,Xining,36.6167,101.7667,6.79,54,100,2.97,CN,2023-04-22 03:35:56
560,Gulf Breeze,30.3571,-87.1639,22.03,94,20,1.54,US,2023-04-22 03:36:04
561,Necochea,-38.5473,-58.7368,15.68,74,100,3.97,AR,2023-04-22 03:36:05
562,Phan Thiet,10.9333,108.1,31.56,65,65,4.25,VN,2023-04-22 03:34:07
563,Richards Bay,-28.783,32.0377,18.1,74,100,1.33,ZA,2023-04-22 03:36:06
564,Edgewater,28.9889,-80.9023,23.34,81,48,3.94,US,2023-04-22 03:36:07
